Line id,Arabic text,Translation
,ثُمَّ أَمَرَهُ بِإِظْهَارِ مَا أَوْلاَكَ لْأُمَّتِهِ,Then He commanded him to make known to his community what He had bestowed upon you
,إِعْلاَءً لِشَأْنِكَ,To elevate your status
,وَإِعْلاَنًا لِبُرْهَانِكَ,And to declare your proof
,وَدَحْضًا لِلْأَبَاطِيْلِ,And to refute falsehoods
,وَقَطْعًا لِلْمَعَاذِيْرِ,And to cut off excuses
,فَلَمَّا أَشْفَقَ مِنْ فِتْنَةِ الْفَاسِقِينَ,But when he feared the trial of the corrupt
,وَاتَّقَىٰ فِيكَ الْمُنَافِقِينَ,And was cautious regarding you because of the hypocrites
,أَوْحَىٰ إِلَيْهِ رَبُّ الْعَالَمِيْنَ,The Lord of the Worlds revealed to him:
,يَا أَيُّهَا الرَّسُولُ بَلِّغْ مَا أُنْزِلَ إِلَيْكَ مِنْ رَبِّكَ,"""O Messenger, announce that which has been revealed to you from your Lord"
,وَإِنْ لَمْ تَفْعَلْ فَمَا بَلَّغْتَ رِسَالَتَهُ,"And if you do not, then you have not conveyed His message"
,وَاللَّهُ يَعْصِمُكَ مِنَ النَّاسِ,"And Allah will protect you from the people"""
,فَوَضَعَ عَلَى نَفْسِهِ أَوْزَارَ الْمَسِيرِ,So he took upon himself the burden of the journey
,وَنَهَضَ فِيْ رَمْضَاءِ الْهَجِيرِ,And arose in the scorching heat of midday
,فَخَطَبَ وَأَسْمَعَ,He delivered a sermon and made all hear
,وَنَادَىٰ فَأَبْلَغَ,And called out and proclaimed
,ثُمَّ سَأَلَهُمْ أَجْمَعَ,Then he asked them all together
,فَقَالَ هَلْ بَلَّغْتُ,"And said: ""Have I conveyed?"""
,فَقَالُوْا اَللَّهُمَّ بَلَىٰ,"They said: ""O Allah, yes"""
,فَقَالَ اَللَّهُمَّ اشْهَدْ,"He said: ""O Allah, bear witness"""
,ثُمَّ قَالَ  أَلَسْتُ أَوْلَى بِالْمُؤْمِنِيْنَ مِنْ أَنْفُسِهِمْ,"Then he said: ""Am I not more worthy of the believers than their own selves?"""
,فَقَالُوْا بَلَىٰ,"They said: ""Yes"""
,فَأَخَذَ بِيَدِكَ وَقَالَ,Then he took your hand and said:
,مَنْ كُنْتُ مَوْلاَهُ فَهٰذَا عَلِيٌّ مَوْلاَهُ,"""Whoever I am his master, this Ali is his master"
,اَللَّهُمَّ وَالِ مَنْ وَالَاهُ,"O Allah, befriend whoever befriends him"
,وَعَادِ مَنْ عَادَاهُ,And be an enemy to whoever is hostile to him
,وَانْصُرْ مَنْ نَصَرَهُ,And support whoever supports him
,وَاخْذُلْ مَنْ خَذَلَهُ,"And forsake whoever forsakes him"""
,فَمَا آمَنَ بِمَا أَنْزَلَ اللَّهُ فِيكَ عَلَى نَبِيِّهِ إِلَّا قَلِيلٌ,But only a few believed in what Allah revealed concerning you through His Prophet
,وَلَا زَادَ أَكْثَرَهُمْ غَيْرَ تَخْيِيرٍ,And it only increased most of them in arrogance
,وَلَقَدْ أَنْزَلَ اللَّهُ تَعَالَى فِيكَ مِنْ قَبْلُ وَهُمْ كَارِهُونَ,"And Allah the Exalted had previously revealed concerning you, while they were averse:"
,يَا أَيُّهَا الَّذِيْنَ آمَنُوْا,"""O you who have believed"
,مَنْ يَرْتَدَّ مِنْكُمْ عَنْ دِينِهِ,Whoever of you should renounce his religion
,فَسَوْفَ يَأْتِيْ اللَّهُ بِقَوْمٍ يُحِبُّهُمْ وَيُحِبُّونَهُ,Allah will bring forth a people He will love and who will love Him
,أَذِلَّةٍ عَلَى الْمُؤْمِنِيْنَ,Humble toward the believers
,أَعِزَّةٍ عَلَى الْكَافِرِينَ,Powerful against the disbelievers
,يُجَاهِدُوْنَ فِيْ سَبِيلِ اللَّهِ,They strive in the cause of Allah
,وَلَا يَخَافُونَ لَوْمَةَ لاَئِمٍ,And do not fear the blame of a critic
,ذٰلِكَ فَضْلُ اللَّهِ يُؤْتِيهِ مَنْ يَشَاءُ,That is the favor of Allah; He bestows it upon whom He wills
,وَاللَّهُ وَاسِعٌ عَلِيمٌ,And Allah is all-Encompassing and Knowing
,إِنَّمَا وَلِيُّكُمُ اللَّهُ وَرَسُولُهُ وَالَّذِيْنَ آمَنُوْا,Your guardian is none but Allah and His Messenger and those who have believed
,اَلَّذِيْنَ يُقِيمُوْنَ الصَّلاَةَ,Who establish prayer
,وَيُؤْتُونَ الزَّكَاةَ وَهُمْ رَاكِعُونَ,And give zakah while they bow in prayer
,وَمَنْ يَتَوَلَّ اللَّهَ وَرَسُولَهُ وَالَّذِيْنَ آمَنُوْا,And whoever takes Allah and His Messenger and those who have believed as allies
,فَإِنَّ حِزْبَ اللَّهِ هُمُ الْغَالِبُونَ,"Indeed, the party of Allah - they will be the predominant"""
,رَبَّنَا آمَنَّا بِمَا أَنْزَلْتَ وَاتَّبَعْنَا الرَّسُولَ,"Our Lord, we have believed in what You revealed and we follow the Messenger"
,فَاكْتُبْنَا مَعَ الشَّاهِدِيْنَ,So register us among the witnesses
,رَبَّنَا لَا تُزِغْ قُلُوبَنَا بَعْدَ إِذْ هَدَيْتَنَا,"Our Lord, let not our hearts deviate after You have guided us"
,وَهَبْ لَنَا مِنْ لَدُنْكَ رَحْمَةً,And grant us from Yourself mercy
,إِنَّكَ أَنْتَ الْوَهَّابُ,"Indeed, You are the Bestower"
,اَللَّهُمَّ إِنَّا نَعْلَمُ أَنَّ هٰذَا هُوَ الْحَقُّ مِنْ عِنْدِكَ,"O Allah, we know that this is the truth from You"
,فَالْعَنْ مَنْ عَارَضَهُ وَاسْتَكْبَرَ,So curse whoever opposed it and was arrogant
,وَكَذَّبَ بِهِ وَكَفَرَ,And denied it and disbelieved in it
,وَسَيَعْلَمُ الَّذِيْنَ ظَلَمُوْا أَيَّ مُنْقَلَبٍ يَنْقَلِبُونَ,And those who have wronged will come to know to what return they will return
,اَلسَّلاَمُ عَلَيْكَ يَا أَمِيرَ الْمُؤْمِنِيْنَ,"Peace be upon you, O Commander of the Faithful"
,وَسَيِّدَ الْوَصِيِّينَ,And Master of the Successors
,وَأَوَّلَ الْعَابِدِيْنَ,And the First of the Worshippers
,وَأَزْهَدَ الزَّاهِدِيْنَ,And the Most Ascetic of the Ascetics
,وَرَحْمَةُ اللَّهِ وَبَرَكَاتُهُ,And may Allah's mercy and blessings be upon you
,وَصَلَوَاتُهُ وَتَحِيَّاتُهُ,And His prayers and greetings
,أَنْتَ مُطْعِمُ الطَّعَامِ عَلَى حُبِّهِ مِسْكِينًا وَيَتِيمًا وَأَسِيرًا,"You are the one who fed food out of love for Him to the needy, the orphan, and the captive"
,لِوَجْهِ اللَّهِ لَا تُرِيدُ مِنْهُمْ جَزَاءً وَلَا شُكُورًا,"For the Face of Allah, not desiring from them any reward or gratitude"
,وَفِيكَ أَنْزَلَ اللَّهُ تَعَالَىٰ,And concerning you Allah the Exalted revealed:
,وَيُؤْثِرُونَ عَلَى أَنْفُسِهِمْ وَلَوْ كَانَ بِهِمْ خَصَاصَةٌ,"""And they give others preference over themselves, even though they are in need"
,وَمَنْ يُوقَ شُحَّ نَفْسِهِ فَأُولٰئِكَ هُمُ الْمُفْلِحُونَ,"And whoever is protected from the stinginess of his soul - it is those who will be the successful"""
,وَأَنْتَ الْكَاظِمُ لِلْغَيْظِ,And you are the one who suppresses anger
,وَالْعَاْفِيْ عَنِ النَّاسِ,And pardons people
,وَاللَّهُ يُحِبُّ الْمُحْسِنِيْنَ,And Allah loves the doers of good
,وَأَنْتَ الصَّابِرُ فِيْ الْبَأْسَاءِ وَالضَّرَّاءِ وَحِيْنَ الْبَأْسِ,"And you are the patient one in adversity, hardship, and in battle"
,وَأَنْتَ الْقَاسِمُ بِالسَّوِيَّةِ,And you are the one who divides equally
,وَالْعَادِلُ فِيْ الرَّعِيَّةِ,And the just one among the subjects
,وَالْعَالِمُ بِحُدُودِ اللَّهِ مِنْ جَمِيْعِ الْبَرِيَّةِ,And the most knowledgeable about Allah's limits among all creation
,وَاللَّهُ تَعَالَى أَخْبَرَ عَمَّا أَوْلاَكَ مِنْ فَضْلِهِ بِقَوْلِهِ,And Allah the Exalted has informed about what He bestowed upon you of His favor by His saying:
,أَفَمَنْ كَانَ مُؤْمِنًا كَمَنْ كَانَ فَاسِقًا,"""Is one who is a believer like one who is defiantly disobedient?"
,لَا يَسْتَوُونَ,They are not equal
,أَمَّا الَّذِيْنَ آمَنُوْا وَعَمِلُوْا الصَّالِحَاتِ,As for those who believed and did righteous deeds
,فَلَهُمْ جَنَّاتُ الْمَأْوَى نُزُلًا بِمَا كَانُوْا يَعْمَلُونَ,"For them are the Gardens of Refuge as accommodation for what they used to do"""
,وَأَنْتَ الْمَخْصُوصُ بِعِلْمِ التَّنْزِيلِ,And you are the one specially endowed with knowledge of the revelation
,وَحُكْمِ التَّأْوِيلِ,And the judgment of interpretation
,وَنَصِّ الرَّسُولِ,And the explicit declaration of the Messenger
,وَلَكَ الْمَوَاقِفُ الْمَشْهُودَةُ,And yours are the witnessed positions
,وَالْمَقَامَاتُ الْمَشْهُورَةُ,And the famous stations
,وَالْاَيَّامُ الْمَذْكُورَةُ,And the days remembered
,يَوْمَ بَدْرٍ وَيَوْمَ الْاَحْزَابِ,The day of Badr and the day of the Confederates
,إِذْ زَاغَتِ الْاَبْصَارُ وَبَلَغَتِ الْقُلُوبُ الْحَنَاجِرَ,When eyes shifted and hearts reached the throats
,وَتَظُنّونَ بِاللَّهِ الظّنُونَا,And you thought of Allah assumption [of the worst]
,هُنَالِكَ ابْتُلِيَ الْمُؤْمِنُونَ وَزُلْزِلُوْا زِلْزَالًا شَدِيدًا,There the believers were tested and severely shaken
,وَإِذْ يَقُولُ الْمُنَافِقُونَ وَالَّذِيْنَ فِيْ قُلُوبِهِمْ مَرَضٌ,And when the hypocrites and those in whose hearts was disease said:
,مَا وَعَدَنَا اللَّهُ وَرَسُولُهُ إِلَّا غُرُورًا,"""Allah and His Messenger promised us nothing but delusion"""
,وَإِذْ قَالَتْ طَائِفَةٌ مِنْهُمْ,And when a faction of them said:
,يَا أَهْلَ يَثْرِبَ لَا مُقَامَ لَكُمْ فَارْجِعُوْا,"""O people of Yathrib, there is no place for you [here], so return"""
,وَيَسْتَأْذِنُ فَرِيقٌ مِنْهُمُ النَّبِيَّ,And a party of them asked permission of the Prophet
,يَقُولُونَ إِنَّ بُيُوتَنَا عَوْرَةٌ,"Saying, ""Indeed, our houses are exposed"""
,وَمَا هِيَ بِعَوْرَةٍ إِنْ يُرِيدُوْنَ إِلَّا فِرَارًا,While they were not exposed. They only wished to flee
,وَقَالَ اللَّهُ تَعَالَىٰ,And Allah the Exalted said:
,وَلَمَّا رَأَىٰ الْمُؤْمِنُونَ الْاَحْزَابَ قَالُوْا,"""And when the believers saw the confederates, they said:"
,هٰذَا مَا وَعَدَنَا اللَّهُ وَرَسُولُهُ,'This is what Allah and His Messenger promised us
,وَصَدَقَ اللَّهُ وَرَسُولُهُ,And Allah and His Messenger spoke the truth'
,وَمَا زَادَهُمْ إِلَّا إِيـمَانًا وَتَسْلِيْمًا,"And it increased them only in faith and submission"""
,فَقَتَلْتَ عَمْرَهُمْ,So you killed their champion
,وَهَزَمْتَ جَمْعَهُمْ,And defeated their assembly
,وَرَدَّ اللَّهُ الَّذِيْنَ كَفَرُوْا بِغَيْظِهِمْ,"And Allah repelled those who disbelieved, in their rage"
,لَمْ يَنَالُوْا خَيْرًا,Not having obtained any good
,وَكَفَىٰ اللَّهُ الْمُؤْمِنِيْنَ الْقِتَالَ,And Allah spared the believers of fighting
,وَكَانَ اللَّهُ قَوِيًّا عَزِيزًا,And Allah is Powerful and Exalted in Might
,وَيَوْمَ أُحُدٍ إِذْ يُصْعِدُوْنَ وَلَا يَلْوُونَ عَلَى أَحَدٍ,"And the day of Uhud, when they were climbing and not looking at anyone"
,وَالرَّسُولُ يَدْعُوهُمْ فِيْ أُخْرَاهُمْ,While the Messenger was calling them from behind
,وَأَنْتَ تَذُودُ بِهِمُ الْمُشْرِكِينَ عَنِ النَّبِيِّ,And you were driving away the polytheists from the Prophet
,ذَاتَ الْيَمِينِ وَذَاتَ الشِّمَالِ,To the right and to the left
,حَتَّىٰ رَدَّهُمُ اللَّهُ تَعَالَى عَنْكُمَا خَائِفِينَ,Until Allah the Exalted repelled them from you both in fear
,وَنَصَرَ بِكَ الْخَاذِلِينَ,And through you He supported those who had abandoned [the battle]
,وَيَوْمَ حُنَيْنٍ عَلَى مَا نَطَقَ بِهِ التَّنْزِيلُ,"And the day of Hunayn, as spoken of in the revelation:"
,إِذْ أَعْجَبَتْكُمْ كَثْرَتُكُمْ فَلَمْ تُغْنِ عَنْكُمْ شَيْئًا,"When your great numbers impressed you, but they did not avail you at all"
,وَضَاقَتْ عَلَيْكُمُ الْاَرْضُ بِمَا رَحُبَتْ,And the earth was constricted for you despite its vastness
,ثُمَّ وَلَّيْتُمْ مُدْبِرِينَ,"Then you turned back, retreating"
,ثُمَّ أَنْزَلَ اللَّهُ سَكِينَتَهُ عَلَى رَسُولِهِ وَعَلَى الْمُؤْمِنِيْنَ,Then Allah sent down His tranquility upon His Messenger and upon the believers
,وَالْمُؤْمِنُونَ أَنْتَ وَمَنْ يَلِيكَ,And the believers were you and those with you
,وَعَمُّكَ الْعَبَّاسُ يُنَادِيْ الْمُنْهَزِمِيْنَ,And your uncle al-Abbas was calling to those who had fled:
,يَا أَصْحَابَ سُورَةِ الْبَقَرَةِ,"""O companions of Surah al-Baqarah"
,يَا أَهْلَ بَيْعَةِ الشَّجَرَةِ,"O people of the Pledge of the Tree"""
,حَتَّىٰ اسْتَجَابَ لَهُ قَوْمٌ قَدْ كَفَيْتَهُمُ الْمَؤُونَةَ,"Until a group responded to him, whom you had relieved of the burden"
,وَتَكَفَّلْتَ دُونَهُمُ الْمَعُونَةَ,And undertook their assistance instead of them
,فَعَادُوْا آيِسِينَ مِنَ الْمَثُوبَةِ,So they returned having despaired of reward
,رَاجِينَ وَعْدَ اللَّهِ تَعَالَى بِالتَّوْبَةِ,Hoping for Allah the Exalted's promise of repentance
,وَذٰلِكَ قَوْلُ اللَّهِ جَلَّ ذِكْرُهُ,"And that is the saying of Allah, exalted be His remembrance:"
,ثُمَّ يَتُوبُ اللَّهُ مِنْ بَعْدِ ذٰلِكَ عَلَى مَنْ يَشَاءُ,"""Then Allah will accept repentance after that for whom He wills"""
,وَأَنْتَ حَائِزٌ دَرَجَةَ الصَّبْرِ,And you attained the degree of patience
,فَائِزٌ بِعَظِيمِ الْاَجْرِ,And won the great reward
,وَيَوْمَ خَيْبَرَ إِذْ أَظْهَرَ اللَّهُ خَوَرَ الْمُنَافِقِينَ,"And on the day of Khaybar, when Allah exposed the cowardice of the hypocrites"
,وَقَطَعَ دَابِرَ الْكَافِرِينَ,And cut off the root of the disbelievers
,وَالْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِيْنَ,"And praise be to Allah, the Lord of the Worlds"
,وَلَقَدْ كَانُوْا عَاهَدُوْا اللَّهَ مِنْ قَبْلُ لَا يُوَلُّونَ الْاَدْبَارَ,And they had already promised Allah before not to turn their backs in retreat
,وَكَانَ عَهْدُ اللَّهِ مَسْؤُولًا,And the promise of Allah will be questioned about
,مَوْلَايَ أَنْتَ الْحُجَّةُ الْبَالِغَةُ,"My master, you are the conclusive proof"
,وَالْمَحَجَّةُ الْوَاضِحَةُ,And the clear path
,وَالنِّعْمَةُ السَّابِغَةُ,And the abundant blessing
,وَالْبُرْهَانُ الْمُنِيرُ,And the illuminating evidence
,فَهَنِيئًا لَكَ بِمَا آتَاكَ اللَّهُ مِنْ فَضْلٍ,So congratulations to you for what Allah has given you of His bounty
,وَتَبًّا لِشَانِئِكَ ذِيْ الْجَهْلِ,And ruin to your hater full of ignorance
,شَهِدْتَ مَعَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ,"You witnessed with the Prophet, may Allah bless him and his family"
,جَمِيعَ حُرُوبِهِ وَمَغَازِيهِ,All his wars and battles
,تَحْمِلُ الرَّايَةَ أَمَامَهُ,Carrying the banner before him
,وَتَضْرِبُ بِالسَّيْفِ قُدَّامَهُ,And striking with the sword in front of him
,ثُمَّ لِحَزْمِكَ الْمَشْهُورِ,Then due to your well-known resolve
,وَبَصِيْرَتِكَ فِيْ الْأُمُورِ,And your insight in affairs
,أَمَّرَكَ فِيْ الْمَوَاطِنِ,He made you a commander in various situations
,وَلَمْ يَكُنْ عَلَيْكَ أَمِيرٌ,And no one was ever made commander over you
,وَكَمْ مِنْ أَمْرٍ صَدَّكَ عَنْ إِمْضَاءِ عَزْمِكَ فِيْهِ التُّقَىٰ,And how many times did piety prevent you from carrying out your resolve in a matter
,وَاتَّبَعَ غَيْرُكَ فِيْ مِثْلِهِ الْهَوَىٰ,While others in similar situations followed their desires
,فَظَنَّ الْجَاهِلُونَ أَنَّكَ عَجَزْتَ عَمَّا إِلَيْهِ انْتَهَىٰ,So the ignorant thought that you were unable to do what they did
,ضَلَّ وَاللَّهِ الظَّانُّ لِذٰلِكَ وَمَا اهْتَدَىٰ,"By Allah, such a thinker has gone astray and is not guided"
,وَلَقَدْ أَوْضَحْتَ مَا أَشْكَلَ مِنْ ذٰلِكَ لِمَنْ تَوَهَّمَ وَامْتَرَىٰ,And you have made clear what was confusing about that to whoever was suspicious or doubted
,بِقَوْلِكَ صَلَّى اللَّهُ عَلَيْكَ,"By your saying, may Allah's blessings be upon you:"
,قَدْ يَرَىٰ الْحُوَّلُ الْقُلَّبُ وَجْهَ الْحِيْلَةِ,"""Many a shrewd, quick-witted person sees the way of trickery"
,وَدُونَهَا حَاجِزٌ مِنْ تَقْوَىٰ اللَّهِ,But there is a barrier of God-consciousness before it
,فَيَدَعُهَا رَأْيَ الْعَيْنِ,So he abandons it knowingly
,وَيَنْتَهِزُ فُرْصَتَهَا مَنْ لَا حَرِيجَةَ لَهُ فِيْ الدِّينِ,"While one who has no religious restraint seizes its opportunity"""
,صَدَقْتَ وَاللَّهِ وَخَسِرَ الْمُبْطِلُونَ,"You spoke the truth, by Allah, and the falsifiers are losers"
,وَإِذْ مَاكَرَكَ النَّاكِثَانِ,And when the two covenant-breakers plotted against you
,فَقَالَا نُرِيدُ الْعُمْرَةَ,"And said: ""We want to perform Umrah"""
,فَقُلْتَ لَهُمَا لَعَمْرُكُمَا مَا تُرِيدَانِ الْعُمْرَةَ,"You said to them: ""By your lives, you do not want Umrah"
,لٰكِنْ تُرِيدَانِ الْغَدْرَةَ,"But you want treachery"""
,فَأَخَذْتَ الْبَيْعَةَ عَلَيْهِمَا,So you took their pledge of allegiance
,وَجَدَّدْتَ الْمِيثَاقَ,And renewed the covenant
,فَجَدَّا فِيْ النِّفَاقِ,But they persisted in hypocrisy
,فَلَمَّا نَبَّهْتَهُمَا عَلَى فِعْلِهِمَا أَغْفَلَا وَعَادَا وَمَا انْتَفَعَا,"And when you made them aware of their actions, they ignored and returned and did not benefit"
,وَكَانَ عَاقِبَةُ أَمْرِهِمَا خُسْرًا,And the end of their affair was loss
,ثُمَّ تَلاَهُمَا أَهْلُ الشَّامِ,Then the people of Syria followed them
,فَسِرْتَ إِلَيْهِمْ بَعْدَ الْاِعْذَارِ,So you marched against them after offering them excuses
,وَهُمْ لَا يَدِينُونَ دِيْنَ الْحَقِّ,While they did not follow the religion of truth
,وَلَا يَتَدَبَّرُونَ الْقُرْآنَ,And did not ponder the Quran
,هَمَجٌ رُعَاعٌ ضَالُّونَ,A reckless rabble gone astray
,وَبِالَّذِيْ أُنْزِلَ عَلَى مُحَمَّدٍ فِيكَ كَافِرُونَ,Disbelieving in what was revealed to Muhammad concerning you
,وَلْأَهْلِ الْخِلاَفِ عَلَيْكَ نَاصِرُوْنَ,And supporting those who opposed you
,وَقَدْ أَمَرَ اللَّهُ تَعَالَى بِاتِّبَاعِكَ,While Allah has commanded to follow you
,وَنَدَبَ الْمُؤْمِنِيْنَ إِلَى نَصْرِكَ,And called upon the believers to support you
,وَقَالَ عَزَّ وَجَلَّ,"And said, Mighty and Majestic:"
,يَا أَيُّهَا الَّذِيْنَ آمَنُوْا,"""O you who have believed"
,اِتَّقُوْا اللَّهَ وَكُونُوْا مَعَ الصَّادِقِينَ,"Fear Allah and be with the truthful"""
,مَوْلَايَ بِكَ ظَهَرَ الْحَقُّ,"My master, through you the truth became manifest"
,وَقَدْ نَبَذَهُ الْخَلْقُ,Though the people had rejected it
,وَأَوْضَحْتَ السُّنَنَ بَعْدَ الدُّرُوسِ وَالطَّمْسِ,And you made clear the Sunnahs after they had been obliterated and obscured
,فَلَكَ سَابِقَةُ الْجِهَادِ عَلَى تَصْدِيقِ التَّنْزِيلِ,For you have the precedence of striving to confirm the revelation
,وَلَكَ فَضِيلَةُ الْجِهَادِ عَلَى تَحْقِيقِ التَّأْوِيلِ,And you have the excellence of striving to verify the interpretation
,وَعَدُوُّكَ عَدُوُّ اللَّهِ جَاحِدٌ لِرَسُولِ اللَّهِ,"And your enemy is the enemy of Allah, denying the Messenger of Allah"
,يَدْعُوْ بَاطِلًا وَيَحْكُمُ جَائِرًا,Calling to falsehood and ruling unjustly
,وَيَتَأَمَّرُ غَاصِبًا وَيَدْعُوْ حِزْبَهُ إِلَى النَّارِ,Usurping authority and calling his party to the Fire
,وَعَمَّارٌ يُجَاهِدُ وَيُنَادِيْ بَيْنَ الصَّفَّيْنِ,While Ammar was fighting and calling out between the two armies:
,اَلرَّوَاحَ الرَّوَاحَ إِلَى الْجَنَّةِ,"""Paradise! Paradise! To Paradise!"""
,وَلَمَّا اسْتَسْقَىٰ فَسُقِيَ اللَّبَنَ كَبَّرَ وَقَالَ,"And when he asked for a drink and was given milk, he said Allahu Akbar and said:"
,قَالَ لِيْ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ,"""The Messenger of Allah, may Allah bless him and his family, said to me:"
,آخِرُ شَرَابِكَ مِنَ الدُّنْيَا ضَيَاحٌ مِنْ لَبَنٍ,'Your last drink in this world will be a mixture of milk
,وَتَقْتُلُكَ الْفِئَةُ الْبَاغِيَةُ,"And you will be killed by the transgressing party'"""
,فَاعْتَرَضَهُ أَبُوْ الْعَادِيَةِ الْفَزَارِيُّ فَقَتَلَهُ,Then Abu al-Adiyah al-Fazari confronted him and killed him
,فَعَلَى أَبِيْ الْعَادِيَةِ لَعْنَةُ اللَّهِ,So upon Abu al-Adiyah be the curse of Allah
,وَلَعْنَةُ مَلَاَئِكَتِهِ وَرُسُلِهِ أَجْمَعِينَ,And the curse of His angels and all His messengers
,وَعَلَى مَنْ سَلَّ سَيْفَهُ عَلَيْكَ,And upon those who drew their swords against you
,وَسَلَلْتَ سَيْفَكَ عَلَيْهِ,And against whom you drew your sword
,يَا أَمِيرَ الْمُؤْمِنِيْنَ,O Commander of the Faithful
,مِنَ الْمُشْرِكِينَ وَالْمُنَافِقِينَ إِلَى يَوْمِ الدِّينِ,From among the polytheists and hypocrites until the Day of Judgment
,وَعَلَى مَنْ رَضِيَ بِمَا سَاءَكَ,And upon those who were pleased with what grieved you
,وَلَمْ يَكْرَهْهُ وَأَغْمَضَ عَيْنَهُ وَلَمْ يُنْكِرْ,"And did not detest it, and closed their eyes and did not object"
,أَوْ أَعَانَ عَلَيْكَ بِيَدٍ أَوْ لِسَانٍ,Or helped against you with hand or tongue
,أَوْ قَعَدَ عَنْ نَصْرِكَ,Or held back from supporting you
,أَوْ خَذَلَ عَنِ الْجِهَادِ مَعَكَ,Or abandoned the struggle alongside you
,أَوْ غَمَطَ فَضْلَكَ,Or belittled your excellence
,وَجَحَدَ حَقَّكَ,And denied your right
,أَوْ عَدَلَ بِكَ مَنْ جَعَلَكَ اللَّهُ أَوْلَى بِهِ مِنْ نَفْسِهِ,Or equated with you those whom Allah made you worthier of than themselves
,وَصَلَوَاتُ اللَّهِ عَلَيْكَ وَرَحْمَةُ اللَّهِ وَبَرَكَاتُهُ,And may Allah's blessings be upon you and His mercy and His blessings
,وَسَلامُهُ وَتَحِيَّاتُهُ,And His peace and His greetings
,وَعَلَى الْاَئِمَّةِ مِنْ آلِكَ الطَّاهِرِينَ,And upon the Imams from your purified family
,إِنَّهُ حَمِيدٌ مَجِيدٌ,"Indeed, He is Praiseworthy and Glorious"
,وَالْاَمْرُ الْاَعْجَبُ,And the most astonishing matter
,وَالْخَطْبُ الْاَفْظَعُ بَعْدَ جَحْدِكَ حَقَّكَ,And the most terrible calamity after denying your right
,غَصْبُ الصِّدِّيقَةِ الطَّاهِرَةِ الزَّهْرَاءِ سَيِّدَةِ النِّسَاءِ فَدَكًا,"Was the usurpation from the truthful, purified Fatima, the lady of women, of Fadak"
,وَرَدُّ شَهَادَتِكَ وَشَهَادَةِ السَّيِّدَيْنِ سُلالَتِكَ,"And the rejection of your testimony and the testimony of the two masters, your descendants"
,وَعِتْرَةِ الْمُصْطَفَىٰ صَلَّى اللَّهُ عَلَيْكُمْ,"The progeny of the Chosen One, may Allah's blessings be upon you all"
,وَقَدْ أَعْلَى اللَّهُ تَعَالَى عَلَى الْأُمَّةِ دَرَجَتَكُمْ,While Allah the Exalted had elevated your rank above the community
,وَرَفَعَ مَنْزِلَتَكُمْ,And raised your position
,وَأَبَانَ فَضْلَكُمْ وَشَرَفَكُمْ عَلَى الْعَالَمِيْنَ,And made clear your excellence and nobility above the worlds
,فَأَذْهَبَ عَنْكُمُ الرِّجْسَ وَطَهَّرَكُمْ تَطْهِيْرًا,So He removed from you impurity and purified you with a thorough purification
,قَالَ اللَّهُ عَزَّ وَجَلَّ,"Allah, Mighty and Majestic, said:"
,إِنَّ الْاِنْسَانَ خُلِقَ هَلُوعًا,"""Indeed, mankind was created anxious"
,إِذَا مَسَّهُ الشَّرُّ جَزُوعًا,"When evil touches him, impatient"
,وَإِذَا مَسَّهُ الْخَيْرُ مَنُوعًا,"And when good touches him, withholding"
,إِلَّا المُصَلِّينَ,"Except the praying ones"""
,فَاسْتَثْنَىٰ اللَّهُ تَعَالَى نَبِيَّهُ الْمُصْطَفَىٰ,So Allah the Exalted made an exception for His chosen Prophet
,وَأَنْتَ يَا سَيِّدَ الْاَوْصِيَاءِ مِنْ جَمِيْعِ الْخَلْقِ,"And you, O Master of Successors, from all creation"
,فَمَا أَعْمَهَ مَنْ ظَلَمَكَ عَنِ الْحَقِّ,How blind was the one who wronged you from the truth
,ثُمَّ أَفْرَضُوكَ سَهْمَ ذَوِيْ الْقُرْبَىٰ مَكْرًا,Then they rejected your share of the close relatives out of deceit
,وَأَحَادُوهُ عَنْ أَهْلِهِ جَوْرًا,And diverted it from its rightful recipients unjustly
,فَلَمَّا آلَ الْاَمْرُ إِلَيْكَ أَجْرَيْتَهُمْ عَلَى مَا أَجْرَيَا,"But when the authority came to you, you conducted it as they had conducted it"
,رَغْبَةً عَنْهُمَا بِمَا عِنْدَ اللَّهِ لَكَ,"Turning away from their practices, desiring what Allah has for you"
,فَأَشْبَهَتْ مِحْنَتُكَ بِهِمَا مِحَنَ الْاَنْبِيَاءِ عَلَيْهِمُ السَّلاَمُ,"So your trials with them resembled the trials of the Prophets, peace be upon them"
,عِنْدَ الْوَحْدَةِ وَعَدَمِ الْاَنْصَارِ,In their isolation and lack of supporters
,وَأَشْبَهْتَ فِيْ الْبَيَاتِ عَلَى الْفِرَاشِ الذَّبِيحَ عَلَيْهِ السَّلاَمُ,"And in your sleeping on the bed [of the Prophet], you resembled the sacrifice [Ismail], peace be upon him"
,إِذْ أَجَبْتَ كَمَا أَجَابَ,When you responded as he responded
,وَأَطَعْتَ كَمَا أَطَاعَ إِسْمَاعِيلُ صَابِرًا مُحْتَسِبًا,"And obeyed as Ismail obeyed, patient and seeking reward"
